The original unique number of found gadgets is: 9121
The unique number of found gadgets when ['--enable-encoders=lzma1,sparc', '--enable-decoders=lzma1,lzma2,delta,x86,sparc,ia64,armthumb,arm,powerpc', '--enable-match-finders=bt3', '--enable-checks=crc32,sha256', '--enable-threads=yes', '--enable-assume-ram=128', '--enable-shared=no', '--enable-sandbox=auto', '--enable-silent-rules', '--enable-dependency-tracking', '--enable-fast-install', '--enable-static', '--enable-fast-install=no', '--with-pic=non-PIC', '--with-gnu-ld=yes', '--without-libiconv-prefix', '--with-libintl-prefix', '--disable-assembler', '--disable-lzmadec', '--disable-lzmainfo', '--disable-lzma-links', '--disable-silent-rules'] is removed: 8647. Or, 5.1968% less
The unique number of found gadgets when ['--enable-encoders=lzma1,x86', '--enable-decoders=lzma1,ia64', '--enable-match-finders=bt3', '--enable-checks=crc32,sha256', '--enable-threads=posix', '--enable-assume-ram=128', '--enable-symbol-versions', '--enable-sandbox=capsicum', '--enable-dependency-tracking', '--enable-static', '--with-pic=PIC', '--with-aix-soname=aix', '--with-libiconv-prefix', '--with-libintl-prefix', '--disable-option-checking', '--disable-assembler', '--disable-xzdec', '--disable-lzmadec', '--disable-lzmainfo', '--disable-lzma-links', '--disable-doc', '--disable-libtool-lock', '--disable-largefile'] is removed: 8647. Or, 5.1968% less
The unique number of found gadgets when ['--enable-encoders=lzma1,powerpc', '--enable-decoders=lzma1,ia64', '--enable-match-finders=hc3,bt2', '--enable-checks=crc32,sha256', '--enable-small', '--enable-threads=yes', '--enable-shared=no', '--enable-sandbox=no', '--enable-fast-install', '--enable-unaligned-access', '--enable-unsafe-type-punning', '--enable-static', '--with-pic=PIC', '--with-aix-soname=svr4', '--with-gnu-ld=yes', '--without-libintl-prefix', '--disable-option-checking', '--disable-lzmainfo', '--disable-lzma-links', '--disable-doc', '--disable-dependency-tracking', '--disable-nls', '--disable-largefile'] is removed: 7641. Or, 16.2263% less
The unique number of found gadgets when ['--enable-encoders=lzma1,arm', '--enable-decoders=lzma1,powerpc', '--enable-match-finders=hc4,bt2,bt3', '--enable-checks=crc32', '--enable-threads=no', '--enable-shared=no', '--enable-symbol-versions', '--enable-sandbox=auto', '--enable-fast-install', '--enable-unaligned-access', '--enable-fast-install=no', '--with-pic=PIC', '--with-aix-soname=svr4', '--with-gnu-ld', '--with-gnu-ld=yes', '--with-libintl-prefix', '--disable-xzdec', '--disable-scripts', '--disable-silent-rules', '--disable-libtool-lock', '--disable-nls', '--disable-rpath'] is removed: 7456. Or, 18.2546% less
The unique number of found gadgets when ['--enable-encoders=lzma1,delta', '--enable-decoders=lzma1,x86', '--enable-match-finders=hc3,bt2', '--enable-checks=crc32', '--enable-small', '--enable-threads=posix', '--enable-assume-ram=128', '--enable-sandbox=auto', '--enable-fast-install', '--enable-unsafe-type-punning', '--enable-static', '--enable-fast-install=no', '--with-pic=non-PIC', '--with-aix-soname=both', '--with-gnu-ld', '--with-gnu-ld=yes', '--disable-assembler', '--disable-xzdec', '--disable-lzmainfo', '--disable-silent-rules', '--disable-dependency-tracking', '--disable-libtool-lock', '--disable-largefile'] is removed: 7453. Or, 18.2875% less
The unique number of found gadgets when ['--enable-encoders=lzma1,powerpc', '--enable-decoders=lzma1', '--enable-match-finders=hc4,hc3,bt2,bt3', '--enable-checks=crc32', '--enable-assume-ram=128', '--enable-shared=no', '--enable-sandbox=no', '--enable-silent-rules', '--enable-fast-install', '--enable-unaligned-access', '--enable-unsafe-type-punning', '--with-aix-soname=svr4', '--with-gnu-ld', '--with-gnu-ld=yes', '--with-libiconv-prefix', '--with-libintl-prefix', '--disable-xzdec', '--disable-lzmadec', '--disable-lzmainfo', '--disable-doc', '--disable-silent-rules', '--disable-dependency-tracking', '--disable-libtool-lock', '--disable-rpath'] is removed: 8062. Or, 11.6106% less
The unique number of found gadgets when ['--enable-encoders=lzma1', '--enable-decoders=lzma1,arm', '--enable-match-finders=hc4,hc3,bt2,bt3', '--enable-checks=crc32,crc64', '--enable-threads=no', '--enable-assume-ram=128', '--enable-symbol-versions', '--enable-sandbox=capsicum', '--enable-silent-rules', '--enable-dependency-tracking', '--enable-unaligned-access', '--enable-static', '--enable-fast-install=no', '--with-pic=non-PIC', '--with-aix-soname=aix', '--with-gnu-ld', '--with-gnu-ld=yes', '--with-libiconv-prefix', '--with-libintl-prefix', '--disable-xzdec', '--disable-lzmadec', '--disable-lzmainfo', '--disable-scripts', '--disable-silent-rules', '--disable-dependency-tracking', '--disable-rpath'] is removed: 8062. Or, 11.6106% less
The unique number of found gadgets when ['--enable-encoders=lzma1,armthumb', '--enable-decoders=lzma1', '--enable-match-finders=hc3,bt3,bt4', '--enable-checks=crc32,sha256', '--enable-small', '--enable-threads=yes', '--enable-assume-ram=128', '--enable-shared=no', '--enable-symbol-versions', '--enable-sandbox=auto', '--enable-silent-rules', '--enable-static', '--with-pic=non-PIC', '--with-aix-soname=both', '--with-gnu-ld=yes', '--disable-option-checking', '--disable-lzmainfo', '--disable-lzma-links', '--disable-scripts', '--disable-doc', '--disable-silent-rules', '--disable-libtool-lock', '--disable-nls', '--disable-rpath'] is removed: 7731. Or, 15.2396% less
The unique number of found gadgets when ['--enable-encoders=lzma1,ia64', '--enable-decoders=lzma1,sparc', '--enable-match-finders=hc4,bt2,bt3,bt4', '--enable-checks=crc32,crc64', '--enable-small', '--enable-threads=yes', '--enable-assume-ram=128', '--enable-symbol-versions', '--enable-sandbox=capsicum', '--enable-dependency-tracking', '--enable-fast-install=no', '--with-pic=non-PIC', '--with-aix-soname=both', '--without-libiconv-prefix', '--without-libintl-prefix', '--disable-assembler', '--disable-lzmainfo', '--disable-lzma-links', '--disable-scripts', '--disable-silent-rules', '--disable-dependency-tracking', '--disable-nls', '--disable-rpath'] is removed: 7731. Or, 15.2396% less
